N(bp),seed1,seed2,nProtein,pca1,pca2,pca3,positions,,,
105,86226,95287,2,51.73059942,22.50108091,4.054062198,26,79,,
105,77824,110297,2,48.02656776,22.14077597,5.008974569,14,66,,
105,27420,235192,2,48.04185471,25.92697602,4.848841046,13,65,,
105,697473,85145,2,48.04681285,26.06994397,4.467259315,16,69,,
105,730328,140350,2,47.99699636,28.34995899,4.750302705,8,61,,
105,941197,180244,2,42.17120203,30.81663168,5.880202056,34,77,,
105,491459,50082,2,43.62202271,31.34210421,4.402818905,14,56,,
105,407097,125315,2,48.63849271,26.33547526,2.877888899,25,77,,
105,705117,170294,2,48.95126116,24.09683423,5.141168241,9,61,,
105,896695,75183,2,48.19137235,24.12850033,4.848491575,21,74,,
105,9295,135328,2,47.97847811,22.1167971,6.31076241,34,87,,
105,375533,200156,2,48.50110312,26.38242395,5.1656355,34,86,,
105,264739,215337,2,47.42935489,25.42930005,5.948194215,32,85,,
105,250388,225323,2,46.20682908,26.36533848,3.240594146,45,88,,
105,252520,25202,2,46.68508662,22.75312683,6.438110978,3,55,,
105,397524,120357,2,45.16675411,26.24689218,3.228496953,32,74,,
105,67934,155274,2,46.12597445,25.88322845,4.325396643,23,75,,
105,801711,195281,3,44.86551218,25.50831912,6.806874294,2,44,66,
105,773523,175381,2,49.01477282,23.76444459,4.81391944,7,59,,
105,161611,5194,2,46.58835565,27.35187907,4.903989174,34,86,,
105,333137,70180,2,51.09439576,23.94559912,4.354138716,33,85,,
105,532862,40155,3,38.94671262,34.66647045,6.307559876,21,53,85,
105,757731,190158,2,48.5740431,27.98601271,3.704421489,13,66,,
105,782958,165348,2,46.56667474,25.64204496,6.882955178,32,85,,
105,302568,80086,2,45.54101715,32.91646997,5.815873277,32,85,,
105,15494,10149,2,46.48253776,23.67154778,3.30785892,16,68,,
105,527492,145285,3,45.00749119,29.27053739,8.717158704,13,37,78,
105,427267,185241,2,48.99385712,23.08567695,5.218810756,37,90,,
105,863606,210189,2,49.04142831,19.9976099,4.334358074,36,89,,
105,830525,55167,2,47.82900666,27.76241652,7.45265914,17,69,,
105,77379,193,2,48.51313249,26.71554802,2.964452357,24,77,,
105,592118,30056,2,50.35022969,23.83218711,2.026888793,4,57,,
105,963349,205229,2,45.02672785,30.22068151,4.771659085,29,81,,
105,884405,220140,2,45.94019412,24.00072573,3.654760359,14,68,,
105,72255,35283,2,50.55662911,27.2880063,5.241939406,12,65,,
105,614739,160085,2,47.81871166,25.52894374,2.478955345,34,86,,
105,140204,100151,2,46.52108951,28.46894399,3.032809302,4,57,,
105,558135,15180,2,44.71135166,27.71100237,3.944319204,41,83,,
105,953531,60089,2,50.20886163,24.55594003,3.344357401,27,80,,
105,346036,65153,2,51.02495773,22.23612995,5.284394207,25,78,,
105,234739,115165,2,48.75426199,27.24602769,3.396187762,24,77,,
105,486482,20270,2,51.35232654,21.11482942,5.190719417,14,66,,
105,408031,150406,2,46.8673243,24.88684961,5.593605757,4,56,,
105,940463,230279,2,49.06780562,23.15491845,3.456032881,0,53,,
105,529562,90267,2,47.94438974,23.85322567,9.184229693,33,86,,
105,68298,95287,2,47.6599914,23.24126551,3.376164381,27,79,,
105,586932,130211,2,49.85763544,25.12876009,3.750807233,12,64,,
105,640827,110297,2,46.63710482,22.27490636,4.648862745,14,66,,
105,244170,45210,2,49.95953713,26.64149769,4.814256132,36,88,,
105,199783,140350,2,45.37340542,27.46730957,5.483450494,8,61,,
105,531680,85189,2,48.76600778,25.97410333,4.241456715,10,62,,
105,31739,170294,2,49.58324458,25.06027789,5.095461358,8,61,,
105,631501,75183,2,51.11265126,22.98130474,3.105655262,21,74,,
105,770822,50120,2,47.95031174,24.95501037,5.681929388,26,79,,
105,770822,235320,2,46.75402292,23.24728385,6.662715715,26,79,,
105,21928,200156,2,45.74880594,25.08056541,3.676867358,34,86,,
105,669800,135344,2,46.87613297,24.78010655,2.491600836,31,83,,
105,107677,215337,2,47.24417383,27.90419092,3.322199759,33,85,,
105,68298,180347,2,48.12112204,23.74832821,3.764515802,27,79,,
105,17137,125386,2,44.23220825,27.67555198,3.617142976,14,67,,
105,571746,105310,2,50.99497156,25.9161916,2.48922747,25,78,,
105,96021,225337,2,44.1392878,30.2988899,3.155109211,32,75,,
105,646092,120357,2,44.72555526,23.89673595,4.911557164,32,74,,
105,921930,155274,2,45.46189214,26.21056787,3.200589642,23,75,,
105,660168,25300,2,45.8766987,28.57687344,2.52180199,48,91,,
105,387670,5194,2,46.92854499,27.0533989,4.479445921,34,86,,
105,916363,175477,4,34.98870359,27.44829266,16.84990135,12,35,65,88
105,411509,70254,2,49.85912475,25.41792341,8.259450033,19,71,,
105,264739,165348,2,49.97932416,25.41228887,5.239834515,32,85,,
105,546423,80086,2,46.13383843,31.43209641,6.026910575,32,85,,
105,227335,190185,2,45.85850298,27.137491,3.391456757,18,71,,
105,939816,10149,2,47.57710387,23.32405703,4.986474391,16,68,,
105,629971,195300,2,48.30260579,21.83050288,3.521828084,35,88,,
105,135597,185241,2,49.04089117,25.13282232,2.13035993,37,90,,
105,298235,210197,2,47.55835672,26.60838936,7.176857333,42,84,,
105,742289,40155,3,39.81769488,36.72993099,5.79486202,21,53,85,
105,585323,55167,2,43.97069454,27.72452394,2.957585362,17,69,,
105,893781,193,2,45.4180616,27.04041254,3.464122877,24,77,,
105,462368,30081,2,46.04890695,27.59195895,2.868062921,33,75,,
105,855319,220140,2,50.70109507,24.19205209,2.361857418,14,68,,
105,888615,35283,2,43.46628116,27.99081232,4.230115196,22,65,,
105,172096,145285,3,42.56634954,27.66284443,11.93862092,14,37,78,
105,179439,205252,2,45.34519732,24.82209077,5.826145442,17,70,,
105,638036,160085,2,49.44651388,23.31187954,2.641304268,34,86,,
105,657412,100158,2,48.83525378,23.22445529,4.083599099,7,59,,
105,333153,15194,3,42.12554876,31.40886826,3.023484438,21,52,84,
105,581729,60089,2,51.32222887,25.38018287,4.517678591,27,80,,
105,379485,65258,2,46.80494055,30.4251906,5.520053242,33,85,,
105,212627,115165,2,45.34880957,27.46850346,4.462257481,24,77,,
105,944722,20270,2,49.18149315,22.52036401,3.812971514,14,66,,
105,889648,150406,2,50.04361304,24.71219832,5.948958656,3,56,,
